t,src,x,y,z,r,roll,pitch,azimuth,flight_mode,armed,airborne
1764598753.668081,gui,370.0,0.0,160.0,340.0,0.0038,-0.1326,2.7603,1,1,1
1764598753.693058,gui,370.0,0.0,160.0,340.0,0.0038,-0.1326,2.7603,1,1,1
1764598753.718298,gui,370.0,0.0,160.0,340.0,0.0038,-0.1326,2.7603,1,1,1
1764598753.742931,gui,370.0,0.0,160.0,340.0,0.0029,-0.1321,2.7681,1,1,1
1764598753.768186,gui,370.0,0.0,160.0,340.0,0.0029,-0.1321,2.7681,1,1,1
1764598753.793064,gui,370.0,0.0,160.0,340.0,0.0029,-0.1321,2.7681,1,1,1
1764598753.818118,gui,370.0,0.0,160.0,340.0,0.0029,-0.1321,2.7681,1,1,1
1764598753.842983,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1324,2.7810,1,1,1
1764598753.868073,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1324,2.7810,1,1,1
1764598753.893099,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1324,2.7810,1,1,1
1764598753.918076,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1324,2.7810,1,1,1
1764598753.942937,gui,370.0,0.0,160.0,340.0,-0.0020,-0.1348,2.7917,1,1,1
1764598753.968228,gui,370.0,0.0,160.0,340.0,-0.0020,-0.1348,2.7917,1,1,1
1764598753.993070,gui,370.0,0.0,160.0,340.0,-0.0020,-0.1348,2.7917,1,1,1
1764598754.018116,gui,370.0,0.0,160.0,340.0,-0.0020,-0.1348,2.7917,1,1,1
1764598754.042918,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1371,2.8007,1,1,1
1764598754.068240,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1371,2.8007,1,1,1
1764598754.093058,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1371,2.8007,1,1,1
1764598754.118085,gui,370.0,0.0,160.0,340.0,-0.0004,-0.1371,2.8007,1,1,1
1764598754.142923,gui,370.0,0.0,160.0,340.0,0.0025,-0.1374,2.8101,1,1,1
1764598754.168187,gui,370.0,0.0,160.0,340.0,0.0025,-0.1374,2.8101,1,1,1
1764598754.193062,gui,370.0,0.0,160.0,340.0,0.0025,-0.1374,2.8101,1,1,1
1764598754.218199,gui,370.0,0.0,160.0,340.0,0.0025,-0.1374,2.8101,1,1,1
1764598754.242959,gui,370.0,0.0,160.0,340.0,0.0025,-0.1370,2.8130,1,1,1
1764598754.268158,gui,370.0,0.0,160.0,340.0,0.0025,-0.1370,2.8130,1,1,1
1764598754.293130,gui,370.0,0.0,160.0,340.0,0.0025,-0.1370,2.8130,1,1,1
1764598754.318025,gui,370.0,0.0,160.0,340.0,0.0025,-0.1370,2.8130,1,1,1
1764598754.343111,gui,370.0,0.0,160.0,340.0,0.0047,-0.1351,2.8298,1,1,1
1764598754.368129,gui,370.0,0.0,160.0,340.0,0.0047,-0.1351,2.8298,1,1,1
1764598754.393054,gui,370.0,0.0,160.0,340.0,0.0047,-0.1351,2.8298,1,1,1
1764598754.418071,gui,370.0,0.0,160.0,340.0,0.0047,-0.1351,2.8298,1,1,1
1764598754.442891,gui,370.0,0.0,160.0,340.0,0.0047,-0.1340,2.8399,1,1,1
1764598754.468152,gui,370.0,0.0,160.0,340.0,0.0047,-0.1340,2.8399,1,1,1
1764598754.493135,gui,370.0,0.0,160.0,340.0,0.0047,-0.1340,2.8399,1,1,1
1764598754.518036,gui,370.0,0.0,160.0,340.0,0.0047,-0.1340,2.8399,1,1,1
1764598754.542946,gui,370.0,0.0,160.0,340.0,0.0055,-0.1330,2.8496,1,1,1
1764598754.568191,gui,370.0,0.0,160.0,340.0,0.0055,-0.1330,2.8496,1,1,1
1764598754.593075,gui,370.0,0.0,160.0,340.0,0.0055,-0.1330,2.8496,1,1,1
1764598754.618155,gui,370.0,0.0,160.0,340.0,0.0055,-0.1330,2.8496,1,1,1
1764598754.642989,gui,370.0,0.0,160.0,340.0,0.0039,-0.1320,2.8582,1,1,1
1764598754.668093,gui,370.0,0.0,160.0,340.0,0.0039,-0.1320,2.8582,1,1,1
1764598754.693165,gui,370.0,0.0,160.0,340.0,0.0039,-0.1320,2.8582,1,1,1
1764598754.718166,gui,370.0,0.0,160.0,340.0,0.0039,-0.1320,2.8582,1,1,1
1764598754.743280,gui,370.0,0.0,160.0,340.0,0.0029,-0.1320,2.8621,1,1,1
1764598754.768232,gui,370.0,0.0,160.0,340.0,0.0029,-0.1320,2.8621,1,1,1
1764598754.793070,gui,370.0,0.0,160.0,340.0,0.0029,-0.1320,2.8621,1,1,1
1764598754.818204,gui,370.0,0.0,160.0,340.0,0.0029,-0.1320,2.8621,1,1,1
1764598754.842951,gui,370.0,0.0,160.0,340.0,-0.0003,-0.1338,2.8782,1,1,1
1764598754.868246,gui,370.0,0.0,160.0,340.0,-0.0003,-0.1338,2.8782,1,1,1
1764598754.893203,gui,370.0,0.0,160.0,340.0,-0.0003,-0.1338,2.8782,1,1,1
1764598754.918089,gui,370.0,0.0,160.0,340.0,-0.0003,-0.1338,2.8782,1,1,1
1764598754.942895,gui,370.0,0.0,160.0,340.0,0.0026,-0.1355,2.8881,1,1,1
1764598754.968121,gui,370.0,0.0,160.0,340.0,0.0026,-0.1355,2.8881,1,1,1
1764598754.993103,gui,370.0,0.0,160.0,340.0,0.0026,-0.1355,2.8881,1,1,1
1764598755.018075,gui,370.0,0.0,160.0,340.0,0.0026,-0.1355,2.8881,1,1,1
1764598755.042953,gui,370.0,0.0,160.0,340.0,0.0010,-0.1358,2.8983,1,1,1
1764598755.068078,gui,370.0,0.0,160.0,340.0,0.0010,-0.1358,2.8983,1,1,1
1764598755.093142,gui,370.0,0.0,160.0,340.0,0.0010,-0.1358,2.8983,1,1,1
1764598755.117979,gui,370.0,0.0,160.0,340.0,0.0010,-0.1358,2.8983,1,1,1
1764598755.143068,gui,370.0,0.0,160.0,340.0,0.0027,-0.1365,2.9078,1,1,1
1764598755.168118,gui,370.0,0.0,160.0,340.0,0.0027,-0.1365,2.9078,1,1,1
1764598755.193092,gui,370.0,0.0,160.0,340.0,0.0027,-0.1365,2.9078,1,1,1
1764598755.218068,gui,370.0,0.0,160.0,340.0,0.0027,-0.1365,2.9078,1,1,1
1764598755.242958,gui,370.0,0.0,160.0,340.0,0.0022,-0.1366,2.9112,1,1,1
1764598755.268190,gui,370.0,0.0,160.0,340.0,0.0022,-0.1366,2.9112,1,1,1
1764598755.293182,gui,370.0,0.0,160.0,340.0,0.0022,-0.1366,2.9112,1,1,1
1764598755.317975,gui,370.0,0.0,160.0,340.0,0.0022,-0.1366,2.9112,1,1,1
1764598755.342883,gui,370.0,0.0,160.0,340.0,0.0048,-0.1359,2.9271,1,1,1
1764598755.368110,gui,370.0,0.0,160.0,340.0,0.0048,-0.1359,2.9271,1,1,1
1764598755.393109,gui,370.0,0.0,160.0,340.0,0.0048,-0.1359,2.9271,1,1,1
1764598755.418054,gui,370.0,0.0,160.0,340.0,0.0048,-0.1359,2.9271,1,1,1
1764598755.442867,gui,370.0,0.0,160.0,340.0,0.0035,-0.1343,2.9372,1,1,1
1764598755.468110,gui,370.0,0.0,160.0,340.0,0.0035,-0.1343,2.9372,1,1,1
1764598755.493164,gui,370.0,0.0,160.0,340.0,0.0035,-0.1343,2.9372,1,1,1
1764598755.518043,gui,370.0,0.0,160.0,340.0,0.0035,-0.1343,2.9372,1,1,1
1764598755.543300,gui,370.0,0.0,160.0,340.0,0.0015,-0.1337,2.9469,1,1,1
1764598755.568045,gui,370.0,0.0,160.0,340.0,0.0015,-0.1337,2.9469,1,1,1
1764598755.593094,gui,370.0,0.0,160.0,340.0,0.0015,-0.1337,2.9469,1,1,1
1764598755.618047,gui,370.0,0.0,160.0,340.0,0.0015,-0.1337,2.9469,1,1,1
1764598755.642937,gui,370.0,0.0,160.0,340.0,0.0012,-0.1343,2.9518,1,1,1
1764598755.668065,gui,370.0,0.0,160.0,340.0,0.0012,-0.1343,2.9518,1,1,1
1764598755.693113,gui,370.0,0.0,160.0,340.0,0.0012,-0.1343,2.9518,1,1,1
1764598755.718111,gui,370.0,0.0,160.0,340.0,0.0012,-0.1343,2.9518,1,1,1
1764598755.742870,gui,370.0,0.0,160.0,340.0,0.0032,-0.1351,2.9611,1,1,1
1764598755.768181,gui,370.0,0.0,160.0,340.0,0.0032,-0.1351,2.9611,1,1,1
1764598755.793076,gui,370.0,0.0,160.0,340.0,0.0032,-0.1351,2.9611,1,1,1
1764598755.818131,gui,370.0,0.0,160.0,340.0,0.0032,-0.1351,2.9611,1,1,1
1764598755.842887,gui,370.0,0.0,160.0,340.0,0.0030,-0.1348,2.9707,1,1,1
1764598755.868140,gui,370.0,0.0,160.0,340.0,0.0030,-0.1348,2.9707,1,1,1
1764598755.893162,gui,370.0,0.0,160.0,340.0,0.0030,-0.1348,2.9707,1,1,1
1764598755.918102,gui,370.0,0.0,160.0,340.0,0.0030,-0.1348,2.9707,1,1,1
1764598755.942901,gui,370.0,0.0,160.0,340.0,0.0023,-0.1348,2.9810,1,1,1
1764598755.968066,gui,370.0,0.0,160.0,340.0,0.0023,-0.1348,2.9810,1,1,1
1764598755.993109,gui,370.0,0.0,160.0,340.0,0.0023,-0.1348,2.9810,1,1,1
1764598756.018204,gui,370.0,0.0,160.0,340.0,0.0023,-0.1348,2.9810,1,1,1
1764598756.042917,gui,370.0,0.0,160.0,340.0,0.0023,-0.1352,2.9905,1,1,1
1764598756.068106,gui,370.0,0.0,160.0,340.0,0.0023,-0.1352,2.9905,1,1,1
1764598756.093176,gui,370.0,0.0,160.0,340.0,0.0023,-0.1352,2.9905,1,1,1
1764598756.118176,gui,370.0,0.0,160.0,340.0,0.0023,-0.1352,2.9905,1,1,1
1764598756.142909,gui,370.0,0.0,160.0,340.0,0.0022,-0.1354,3.0005,1,1,1
1764598756.168228,gui,370.0,0.0,160.0,340.0,0.0022,-0.1354,3.0005,1,1,1
1764598756.193127,gui,370.0,0.0,160.0,340.0,0.0022,-0.1354,3.0005,1,1,1
1764598756.218142,gui,370.0,0.0,160.0,340.0,0.0022,-0.1354,3.0005,1,1,1
1764598756.242918,gui,370.0,0.0,160.0,340.0,-0.0005,-0.1355,3.0102,1,1,1
1764598756.268017,gui,370.0,0.0,160.0,340.0,-0.0005,-0.1355,3.0102,1,1,1
1764598756.293188,gui,370.0,0.0,160.0,340.0,-0.0005,-0.1355,3.0102,1,1,1
1764598756.318167,gui,370.0,0.0,160.0,340.0,-0.0005,-0.1355,3.0102,1,1,1
1764598756.342968,gui,370.0,0.0,160.0,340.0,-0.0019,-0.1364,3.0202,1,1,1
1764598756.368311,gui,370.0,0.0,160.0,340.0,-0.0019,-0.1364,3.0202,1,1,1
1764598756.393241,gui,370.0,0.0,160.0,340.0,-0.0019,-0.1364,3.0202,1,1,1
1764598756.418144,gui,370.0,0.0,160.0,340.0,-0.0019,-0.1364,3.0202,1,1,1
1764598756.442938,gui,370.0,0.0,160.0,340.0,-0.0031,-0.1381,3.0315,1,1,1
1764598756.468144,gui,370.0,0.0,160.0,340.0,-0.0031,-0.1381,3.0315,1,1,1
1764598756.493071,gui,370.0,0.0,160.0,340.0,-0.0031,-0.1381,3.0315,1,1,1
1764598756.518307,gui,370.0,0.0,160.0,340.0,-0.0031,-0.1381,3.0315,1,1,1
1764598756.543053,gui,370.0,0.0,160.0,340.0,-0.0008,-0.1397,3.0413,1,1,1
1764598756.568102,gui,370.0,0.0,160.0,340.0,-0.0008,-0.1397,3.0413,1,1,1
1764598756.593081,gui,370.0,0.0,160.0,340.0,-0.0008,-0.1397,3.0413,1,1,1
1764598756.618180,gui,370.0,0.0,160.0,340.0,-0.0008,-0.1397,3.0413,1,1,1
1764598756.642931,gui,370.0,0.0,160.0,340.0,0.0016,-0.1395,3.0504,1,1,1
1764598756.668184,gui,370.0,0.0,160.0,340.0,0.0016,-0.1395,3.0504,1,1,1
1764598756.693072,gui,370.0,0.0,160.0,340.0,0.0016,-0.1395,3.0504,1,1,1
1764598756.718083,gui,370.0,0.0,160.0,340.0,0.0016,-0.1395,3.0504,1,1,1
1764598756.742984,gui,370.0,0.0,160.0,340.0,0.0019,-0.1385,3.0591,1,1,1
1764598756.768291,gui,370.0,0.0,160.0,340.0,0.0019,-0.1385,3.0591,1,1,1
1764598756.793138,gui,370.0,0.0,160.0,340.0,0.0019,-0.1385,3.0591,1,1,1
1764598756.818273,gui,370.0,0.0,160.0,340.0,0.0019,-0.1385,3.0591,1,1,1
1764598756.842915,gui,370.0,0.0,160.0,340.0,0.0036,-0.1380,3.0657,1,1,1
1764598756.868103,gui,370.0,0.0,160.0,340.0,0.0036,-0.1380,3.0657,1,1,1
1764598756.893035,gui,370.0,0.0,160.0,340.0,0.0036,-0.1380,3.0657,1,1,1
1764598756.918112,gui,370.0,0.0,160.0,340.0,0.0036,-0.1380,3.0657,1,1,1
1764598756.942902,gui,370.0,0.0,160.0,340.0,0.0036,-0.1370,3.0789,1,1,1
1764598756.968054,gui,370.0,0.0,160.0,340.0,0.0036,-0.1370,3.0789,1,1,1
1764598756.993055,gui,370.0,0.0,160.0,340.0,0.0036,-0.1370,3.0789,1,1,1
1764598757.018242,gui,370.0,0.0,160.0,340.0,0.0036,-0.1370,3.0789,1,1,1
1764598757.042884,gui,370.0,0.0,160.0,340.0,0.0014,-0.1368,3.0892,1,1,1
1764598757.068083,gui,370.0,0.0,160.0,340.0,0.0014,-0.1368,3.0892,1,1,1
1764598757.093145,gui,370.0,0.0,160.0,340.0,0.0014,-0.1368,3.0892,1,1,1
1764598757.118157,gui,370.0,0.0,160.0,340.0,0.0014,-0.1368,3.0892,1,1,1
1764598757.142910,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1372,3.0992,1,1,1
1764598757.168063,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1372,3.0992,1,1,1
1764598757.193032,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1372,3.0992,1,1,1
1764598757.218196,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1372,3.0992,1,1,1
1764598757.243205,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1385,3.1104,1,1,1
1764598757.268148,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1385,3.1104,1,1,1
1764598757.293065,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1385,3.1104,1,1,1
1764598757.318094,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1385,3.1104,1,1,1
1764598757.342904,gui,370.0,0.0,160.0,340.0,-0.0044,-0.1390,3.1128,1,1,1
1764598757.368058,gui,370.0,0.0,160.0,340.0,-0.0044,-0.1390,3.1128,1,1,1
1764598757.393038,gui,370.0,0.0,160.0,340.0,-0.0044,-0.1390,3.1128,1,1,1
1764598757.418261,gui,370.0,0.0,160.0,340.0,-0.0044,-0.1390,3.1128,1,1,1
1764598757.443073,gui,370.0,0.0,160.0,340.0,0.0005,-0.1408,3.1306,1,1,1
1764598757.468124,gui,370.0,0.0,160.0,340.0,0.0005,-0.1408,3.1306,1,1,1
1764598757.493097,gui,370.0,0.0,160.0,340.0,0.0005,-0.1408,3.1306,1,1,1
1764598757.518089,gui,370.0,0.0,160.0,340.0,0.0005,-0.1408,3.1306,1,1,1
1764598757.543067,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1397,3.1409,1,1,1
1764598757.568063,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1397,3.1409,1,1,1
1764598757.593081,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1397,3.1409,1,1,1
1764598757.618117,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1397,3.1409,1,1,1
1764598757.642956,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1400,-3.1321,1,1,1
1764598757.668097,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1400,-3.1321,1,1,1
1764598757.693158,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1400,-3.1321,1,1,1
1764598757.718594,gui,370.0,0.0,160.0,340.0,-0.0026,-0.1400,-3.1321,1,1,1
1764598757.742943,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1401,-3.1217,1,1,1
1764598757.768174,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1401,-3.1217,1,1,1
1764598757.793183,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1401,-3.1217,1,1,1
1764598757.818239,gui,370.0,0.0,160.0,340.0,-0.0006,-0.1401,-3.1217,1,1,1
1764598757.842958,gui,370.0,0.0,160.0,340.0,-0.0001,-0.1399,-3.1190,1,1,1
1764598757.868121,gui,370.0,0.0,160.0,340.0,-0.0001,-0.1399,-3.1190,1,1,1
1764598757.893072,gui,370.0,0.0,160.0,340.0,-0.0001,-0.1399,-3.1190,1,1,1
1764598757.918142,gui,370.0,0.0,160.0,340.0,-0.0001,-0.1399,-3.1190,1,1,1
1764598757.943048,gui,370.0,0.0,160.0,340.0,-0.0015,-0.1373,-3.0998,1,1,1
1764598757.968119,gui,370.0,0.0,160.0,340.0,-0.0015,-0.1373,-3.0998,1,1,1
1764598757.993065,gui,370.0,0.0,160.0,340.0,-0.0015,-0.1373,-3.0998,1,1,1
1764598758.018088,gui,370.0,0.0,160.0,340.0,-0.0015,-0.1373,-3.0998,1,1,1
1764598758.043120,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1369,-3.0892,1,1,1
1764598758.068054,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1369,-3.0892,1,1,1
1764598758.093029,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1369,-3.0892,1,1,1
1764598758.118133,gui,370.0,0.0,160.0,340.0,-0.0039,-0.1369,-3.0892,1,1,1
1764598758.142970,gui,370.0,0.0,160.0,340.0,-0.0027,-0.1377,-3.0785,1,1,1
1764598758.168055,gui,370.0,0.0,160.0,340.0,-0.0027,-0.1377,-3.0785,1,1,1
1764598758.193043,gui,370.0,0.0,160.0,340.0,-0.0027,-0.1377,-3.0785,1,1,1
1764598758.218123,gui,370.0,0.0,160.0,340.0,-0.0027,-0.1377,-3.0785,1,1,1
1764598758.242954,gui,370.0,0.0,160.0,340.0,-0.0056,-0.1383,-3.0668,1,1,1
1764598758.268126,gui,370.0,0.0,160.0,340.0,-0.0056,-0.1383,-3.0668,1,1,1
1764598758.293219,gui,370.0,0.0,160.0,340.0,-0.0056,-0.1383,-3.0668,1,1,1
1764598758.318022,gui,370.0,0.0,160.0,340.0,-0.0056,-0.1383,-3.0668,1,1,1
1764598758.342890,gui,370.0,0.0,160.0,340.0,-0.0061,-0.1385,-3.0642,1,1,1
1764598758.368103,gui,370.0,0.0,160.0,340.0,-0.0061,-0.1385,-3.0642,1,1,1
1764598758.393163,gui,370.0,0.0,160.0,340.0,-0.0061,-0.1385,-3.0642,1,1,1
1764598758.418049,gui,370.0,0.0,160.0,340.0,-0.0061,-0.1385,-3.0642,1,1,1
1764598758.442877,gui,370.0,0.0,160.0,340.0,-0.0042,-0.1397,-3.0455,1,1,1
1764598758.468145,gui,370.0,0.0,160.0,340.0,-0.0042,-0.1397,-3.0455,1,1,1
1764598758.493098,gui,370.0,0.0,160.0,340.0,-0.0042,-0.1397,-3.0455,1,1,1
1764598758.517956,gui,370.0,0.0,160.0,340.0,-0.0042,-0.1397,-3.0455,1,1,1
1764598758.542937,gui,370.0,0.0,160.0,340.0,-0.0071,-0.1398,-3.0339,1,1,1
1764598758.568208,gui,370.0,0.0,160.0,340.0,-0.0071,-0.1398,-3.0339,1,1,1
1764598758.593046,gui,370.0,0.0,160.0,340.0,-0.0071,-0.1398,-3.0339,1,1,1
1764598758.618095,gui,370.0,0.0,160.0,340.0,-0.0071,-0.1398,-3.0339,1,1,1
1764598758.642945,gui,370.0,0.0,160.0,340.0,-0.0096,-0.1408,-3.0233,1,1,1
1764598758.668213,gui,370.0,0.0,160.0,340.0,-0.0096,-0.1408,-3.0233,1,1,1
1764598758.693090,gui,370.0,0.0,160.0,340.0,-0.0096,-0.1408,-3.0233,1,1,1
1764598758.718130,gui,370.0,0.0,160.0,340.0,-0.0096,-0.1408,-3.0233,1,1,1
1764598758.742980,gui,370.0,0.0,160.0,340.0,-0.0112,-0.1438,-3.0115,1,1,1
1764598758.768050,gui,370.0,0.0,160.0,340.0,-0.0112,-0.1438,-3.0115,1,1,1
1764598758.793112,gui,370.0,0.0,160.0,340.0,-0.0112,-0.1438,-3.0115,1,1,1
1764598758.818175,gui,370.0,0.0,160.0,340.0,-0.0112,-0.1438,-3.0115,1,1,1
1764598758.842921,gui,370.0,0.0,160.0,340.0,-0.0115,-0.1445,-3.0090,1,1,1
1764598758.868154,gui,370.0,0.0,160.0,340.0,-0.0115,-0.1445,-3.0090,1,1,1
1764598758.893226,gui,370.0,0.0,160.0,340.0,-0.0115,-0.1445,-3.0090,1,1,1
1764598758.918066,gui,370.0,0.0,160.0,340.0,-0.0115,-0.1445,-3.0090,1,1,1
1764598758.943103,gui,370.0,0.0,160.0,340.0,-0.0120,-0.1483,-2.9894,1,1,1
1764598758.968068,gui,370.0,0.0,160.0,340.0,-0.0120,-0.1483,-2.9894,1,1,1
1764598758.993014,gui,370.0,0.0,160.0,340.0,-0.0120,-0.1483,-2.9894,1,1,1
1764598759.018080,gui,370.0,0.0,160.0,340.0,-0.0120,-0.1483,-2.9894,1,1,1
1764598759.043023,gui,370.0,0.0,160.0,340.0,-0.0116,-0.1498,-2.9780,1,1,1
1764598759.068163,gui,370.0,0.0,160.0,340.0,-0.0116,-0.1498,-2.9780,1,1,1
1764598759.093122,gui,370.0,0.0,160.0,340.0,-0.0116,-0.1498,-2.9780,1,1,1
1764598759.118114,gui,370.0,0.0,160.0,340.0,-0.0116,-0.1498,-2.9780,1,1,1
1764598759.143088,gui,370.0,0.0,160.0,340.0,-0.0130,-0.1503,-2.9664,1,1,1
1764598759.168215,gui,370.0,0.0,160.0,340.0,-0.0130,-0.1503,-2.9664,1,1,1
1764598759.193024,gui,370.0,0.0,160.0,340.0,-0.0130,-0.1503,-2.9664,1,1,1
1764598759.218173,gui,370.0,0.0,160.0,340.0,-0.0130,-0.1503,-2.9664,1,1,1
1764598759.242911,gui,370.0,0.0,160.0,340.0,-0.0108,-0.1507,-2.9540,1,1,1
1764598759.268179,gui,370.0,0.0,160.0,340.0,-0.0108,-0.1507,-2.9540,1,1,1
1764598759.293048,gui,370.0,0.0,160.0,340.0,-0.0108,-0.1507,-2.9540,1,1,1
1764598759.317944,gui,370.0,0.0,160.0,340.0,-0.0108,-0.1507,-2.9540,1,1,1
1764598759.342886,gui,370.0,0.0,160.0,340.0,-0.0117,-0.1502,-2.9468,1,1,1
1764598759.368245,gui,370.0,0.0,160.0,340.0,-0.0117,-0.1502,-2.9468,1,1,1
1764598759.393086,gui,370.0,0.0,160.0,340.0,-0.0117,-0.1502,-2.9468,1,1,1
1764598759.418087,gui,370.0,0.0,160.0,340.0,-0.0117,-0.1502,-2.9468,1,1,1
1764598759.443027,gui,370.0,0.0,160.0,340.0,-0.0152,-0.1506,-2.9314,1,1,1
1764598759.468146,gui,370.0,0.0,160.0,340.0,-0.0152,-0.1506,-2.9314,1,1,1
1764598759.493032,gui,370.0,0.0,160.0,340.0,-0.0152,-0.1506,-2.9314,1,1,1
1764598759.518067,gui,370.0,0.0,160.0,340.0,-0.0152,-0.1506,-2.9314,1,1,1
1764598759.543159,gui,370.0,0.0,160.0,340.0,-0.0166,-0.1518,-2.9198,1,1,1
1764598759.568240,gui,370.0,0.0,160.0,340.0,-0.0166,-0.1518,-2.9198,1,1,1
1764598759.593110,gui,370.0,0.0,160.0,340.0,-0.0166,-0.1518,-2.9198,1,1,1
1764598759.618050,gui,370.0,0.0,160.0,340.0,-0.0166,-0.1518,-2.9198,1,1,1
1764598759.643070,gui,370.0,0.0,160.0,340.0,-0.0153,-0.1524,-2.9080,1,1,1
1764598759.668226,gui,370.0,0.0,160.0,340.0,-0.0153,-0.1524,-2.9080,1,1,1
1764598759.693174,gui,370.0,0.0,160.0,340.0,-0.0153,-0.1524,-2.9080,1,1,1
1764598759.718054,gui,370.0,0.0,160.0,340.0,-0.0153,-0.1524,-2.9080,1,1,1
1764598759.742885,gui,0.0,0.0,0.0,0.0,-0.0159,-0.1523,-2.8984,1,1,1
1764598759.768166,gui,0.0,0.0,0.0,0.0,-0.0159,-0.1523,-2.8984,1,1,1
1764598759.793104,gui,0.0,0.0,0.0,0.0,-0.0159,-0.1523,-2.8984,1,1,1
1764598759.818208,gui,0.0,0.0,0.0,0.0,-0.0159,-0.1523,-2.8984,1,1,1
1764598759.842904,gui,0.0,0.0,0.0,0.0,-0.0162,-0.1524,-2.8940,1,1,1
1764598759.868178,gui,0.0,0.0,0.0,0.0,-0.0162,-0.1524,-2.8940,1,1,1
1764598759.893143,gui,0.0,0.0,0.0,0.0,-0.0162,-0.1524,-2.8940,1,1,1
1764598759.918061,gui,0.0,0.0,0.0,0.0,-0.0162,-0.1524,-2.8940,1,1,1
1764598759.942890,gui,0.0,0.0,0.0,0.0,-0.0148,-0.1383,-2.8850,1,1,1
1764598759.968158,gui,0.0,0.0,0.0,0.0,-0.0148,-0.1383,-2.8850,1,1,1
1764598759.993107,gui,0.0,0.0,0.0,0.0,-0.0148,-0.1383,-2.8850,1,1,1
1764598760.018058,gui,0.0,0.0,0.0,0.0,-0.0148,-0.1383,-2.8850,1,1,1
1764598760.042879,gui,0.0,0.0,0.0,0.0,-0.0154,-0.1026,-2.8868,1,1,1
1764598760.068098,gui,0.0,0.0,0.0,0.0,-0.0154,-0.1026,-2.8868,1,1,1
1764598760.093149,gui,0.0,0.0,0.0,0.0,-0.0154,-0.1026,-2.8868,1,1,1
1764598760.117935,gui,0.0,0.0,0.0,0.0,-0.0154,-0.1026,-2.8868,1,1,1
1764598760.142980,gui,0.0,0.0,0.0,0.0,-0.0162,-0.0597,-2.8888,1,1,1
1764598760.168121,gui,0.0,0.0,0.0,0.0,-0.0162,-0.0597,-2.8888,1,1,1
1764598760.193073,gui,0.0,0.0,0.0,0.0,-0.0162,-0.0597,-2.8888,1,1,1
1764598760.218078,gui,0.0,0.0,0.0,0.0,-0.0162,-0.0597,-2.8888,1,1,1
1764598760.243014,gui,0.0,0.0,0.0,0.0,-0.0170,-0.0073,-2.8913,1,1,1
1764598760.268181,gui,0.0,0.0,0.0,0.0,-0.0170,-0.0073,-2.8913,1,1,1
1764598760.293174,gui,0.0,0.0,0.0,0.0,-0.0170,-0.0073,-2.8913,1,1,1
1764598760.318163,gui,0.0,0.0,0.0,0.0,-0.0170,-0.0073,-2.8913,1,1,1
1764598760.343176,gui,0.0,0.0,0.0,0.0,-0.0173,0.0115,-2.8924,1,1,1
1764598760.368265,gui,0.0,0.0,0.0,0.0,-0.0173,0.0115,-2.8924,1,1,1
1764598760.393213,gui,0.0,0.0,0.0,0.0,-0.0173,0.0115,-2.8924,1,1,1
1764598760.418094,gui,0.0,0.0,0.0,0.0,-0.0173,0.0115,-2.8924,1,1,1
1764598760.442979,gui,0.0,0.0,0.0,0.0,-0.0178,0.0701,-2.8942,1,1,1
1764598760.468181,gui,0.0,0.0,0.0,0.0,-0.0178,0.0701,-2.8942,1,1,1
1764598760.493265,gui,0.0,0.0,0.0,0.0,-0.0178,0.0701,-2.8942,1,1,1
1764598760.518111,gui,0.0,0.0,0.0,0.0,-0.0178,0.0701,-2.8942,1,1,1
1764598760.542907,gui,0.0,0.0,0.0,0.0,-0.0184,0.0973,-2.8960,1,1,1
1764598760.567968,gui,0.0,0.0,0.0,0.0,-0.0184,0.0973,-2.8960,1,1,1
1764598760.593142,gui,0.0,0.0,0.0,0.0,-0.0184,0.0973,-2.8960,1,1,1
1764598760.618047,gui,0.0,0.0,0.0,0.0,-0.0184,0.0973,-2.8960,1,1,1
