episode,step,t_start,t_end,S_pos_x,S_pos_y,S_pos_z,S_vel_x,S_vel_y,S_vel_z,S_roll,S_pitch,S_azimuth,S_alt_rel,A_x,A_y,A_z,A_r,A_duration,Sp_pos_x,Sp_pos_y,Sp_pos_z,Sp_vel_x,Sp_vel_y,Sp_vel_z,Sp_roll,Sp_pitch,Sp_azimuth,Sp_alt_rel
1,1,1764688318.527895,1764688324.541067,-0.009522661221150308,0.03326409905633909,11.639007569558018,0.00775686651468277,-0.0058785188011825085,5.020451545715332,-9.422173752682284e-05,-0.00030711604631505907,1.5781744718551636,11.585000991821289,120.0,0.0,520.0,0.0,6.0,2.8568079966119875,-0.03326382430860875,33.219024020050355,1.1192011833190918,-0.01427360251545906,3.5876693725585938,0.00013891934941057116,-0.04102844372391701,1.5787138938903809,33.165000915527344
1,2,1764688331.557028,1764688337.565981,9.589378958047938,-5.200312814704581,47.9110014120061,1.2865911722183228,-2.0587117671966553,2.018611431121826,-0.052493248134851456,-0.06851412355899811,-2.6340982913970947,47.85700225830078,220.0,-200.0,510.0,0.0,6.0,18.35984970702885,-18.628008337791755,55.64496582187645,2.0409433841705322,-3.2352495193481445,1.3941255807876587,-0.06941252946853638,-0.07715332508087158,-2.6286346912384033,55.59100341796875
1,3,1764688346.588190,1764688352.591153,33.824924262078156,-50.43981037895702,62.53471382456064,2.7217118740081787,-4.254977703094482,0.7979398369789124,0.08852837979793549,-0.1048084944486618,1.8579182624816895,62.480003356933594,300.0,-200.0,510.0,0.0,6.0,51.50882703027311,-62.19319252491556,67.19751635517024,4.140528678894043,-0.5502049326896667,0.9535011649131775,-0.06765166670084,-0.10522972047328949,1.8627971410751343,67.14400482177734
1,4,1764688355.606176,1764688360.616122,60.2412414805581,-61.68310188999259,68.20043562663663,2.474134683609009,1.082390308380127,0.28171950578689575,-0.0595281720161438,-0.08846758306026459,0.0129590118303895,68.14700317382812,250.0,150.0,500.0,0.0,5.0,71.64949379627441,-51.83677251251692,68.50439135226674,2.8765876293182373,2.6566450595855713,-0.02148989960551262,0.050294749438762665,-0.08807045966386795,0.060676854103803635,68.45100402832031
1,5,1764688370.637789,1764688374.641194,73.934757670694,-24.67082878850308,67.18552862846697,-0.6660512089729309,2.678884267807007,-0.1763240545988083,-0.030262628570199013,-0.03502502664923668,0.061027392745018005,67.13200378417969,100.0,-50.0,490.0,0.0,4.0,70.06844515302846,-17.873825602096307,64.99260182660893,-0.9207870960235596,2.0526957511901855,-1.0986769199371338,-0.01944734901189804,-0.033604204654693604,0.06079629063606262,64.93800354003906
1,6,1764688381.661427,1764688386.666028,64.6212534160948,-12.074744502061733,51.24667075737837,-0.17698635160923004,0.4472455084323883,-3.683206081390381,0.017877552658319473,-0.01983436569571495,1.289471983909607,51.19200134277344,-20.0,20.0,470.0,0.0,5.0,63.44980290795346,-13.749019182203014,34.67569521606659,-0.24173837900161743,-0.45859673619270325,-4.441812038421631,0.008711636997759342,0.007509560789912939,1.246598243713379,34.621002197265625
1,7,1764688386.671641,1764688396.691108,63.44980290795346,-13.749019182203014,34.67569521606659,-0.24173837900161743,-0.45859673619270325,-4.441812038421631,0.008711636997759342,0.007509560789912939,1.246598243713379,34.621002197265625,-50.0,0.0,400.0,0.0,10.0,54.183864077757676,-21.510568949114877,-10.574240958518498,-2.862842321395874,-3.5195584297180176,-0.7912154793739319,-0.033978432416915894,-0.00016464293003082275,1.2057585716247559,-10.62700080871582
1,8,1764688406.714933,1764688416.716161,55.66943061437642,-10.444760478605783,-0.005225665505081523,-1.4056174755096436,0.2418840527534485,0.031183065846562386,-0.016545260325074196,0.04220762103796005,1.6528691053390503,-0.05900000408291817,0.0,0.0,0.0,0.0,10.0,52.4412457678319,-10.31171999635035,-0.5832010427117575,0.035156428813934326,0.07023291289806366,-0.20588280260562897,-0.0027894501108676195,-0.3141684830188751,1.6032850742340088,-0.2290000170469284
1,9,1764688519.383712,1764688523.391072,-1.9575793069881442e-10,-0.011088013164713473,-0.0710144043506798,2.0967128875781782e-05,-9.218859418069769e-07,-3.507858536977437e-08,0.0001789592206478119,-1.8683769667404704e-05,1.5813844203948975,0.0,0.0,0.0,550.0,0.0,4.0,1.2148859696026193e-10,-0.02217606573093356,11.316986083604498,-0.007350515574216843,0.0031069652177393436,4.94106388092041,0.0002849897718988359,-0.00034867602516897023,1.582846760749817,11.38700008392334
1,10,1764688532.412511,1764688536.416167,5.5612557488811,-0.5654904942804713,37.03097289462261,0.8446086645126343,-0.5469944477081299,2.419154405593872,-0.000939022982493043,-0.041237879544496536,-2.5221896171569824,37.10100173950195,200.0,-150.0,480.0,0.0,4.0,9.446522626451078,-4.579373029058377,38.65499014032663,1.2013840675354004,-1.9264153242111206,-0.6627424359321594,-0.052752066403627396,-0.06811656802892685,-2.5840187072753906,38.72600173950195
