episode,step,t_start,t_end,S_pos_x,S_pos_y,S_pos_z,S_vel_x,S_vel_y,S_vel_z,S_roll,S_pitch,S_azimuth,S_alt_rel,A_x,A_y,A_z,A_r,A_duration,Sp_pos_x,Sp_pos_y,Sp_pos_z,Sp_vel_x,Sp_vel_y,Sp_vel_z,Sp_roll,Sp_pitch,Sp_azimuth,Sp_alt_rel
1,1,1764694937.013474,1764694941.019904,1.19807028881036e-11,4.3076071355729884e-10,0.027008055851565273,1.3889437468606047e-05,-3.5530703712538525e-08,-0.0002971415815409273,-2.1120284543485468e-07,-1.7672922695055604e-05,1.5809297561645508,0.0,0.0,0.0,550.0,0.0,4.0,-0.019045319766459734,1.0444711762147563e-10,12.087982177365483,0.010953265242278576,-0.001988396979868412,5.068603038787842,-0.00010739503341028467,-9.15329874260351e-05,1.5674198865890503,12.0600004196167
1,2,1764694950.044510,1764694955.044874,5.6564828585024785,0.8094313819035719,38.57400256834538,0.8534020781517029,0.603154182434082,2.521183967590332,0.0012706608977168798,-0.04151215776801109,-0.5731549859046936,38.54600143432617,200.0,150.0,480.0,0.0,5.0,11.017757652244729,6.808088250962516,39.66099758746323,1.3908045291900635,2.189863681793213,-1.0815799236297607,0.052470747381448746,-0.0684124082326889,-0.5236935019493103,39.63300323486328
1,3,1764694960.065223,1764694963.069799,18.426383349655147,18.483839036218402,36.11795799513288,1.9863858222961426,3.2568838596343994,-0.5004713535308838,0.06945876777172089,-0.07704915851354599,-0.5277495980262756,36.09000015258789,310.0,250.0,500.0,-300.0,3.0,21.435528296201973,27.620415889952834,35.25591593661349,0.3550596237182617,3.4038209915161133,-0.35040929913520813,0.09139402955770493,-0.10509402304887772,-2.3332748413085938,35.22800064086914
1,4,1764694971.088954,1764694974.094853,14.62682088399872,23.98350902482734,33.500945053640066,-1.2272775173187256,-3.0017013549804688,0.23584942519664764,-0.0710219144821167,-0.10470324009656906,-1.318436622619629,33.47300338745117,250.0,50.0,510.0,0.0,3.0,-7.1991229442144,48.177681847597356,34.49181765922516,-4.884972095489502,2.331038475036621,0.40821927785873413,0.016773797571659088,-0.08676307648420334,-0.26329687237739563,34.4640007019043
1,5,1764694985.118802,1764694991.119808,-54.86948327681468,56.715662474519675,37.05551080726832,-3.520638942718506,-1.3054112195968628,0.013565247878432274,0.03739374876022339,-0.06974537670612335,2.625424385070801,37.02799987792969,100.0,-20.0,490.0,0.0,6.0,-68.45833527331969,44.58535687812719,33.12548359129411,-1.080142855644226,-1.992185115814209,-1.3285362720489502,-0.007089480757713318,-0.03619871661067009,2.643275022506714,33.09800338745117
1,6,1764694995.143902,1764694999.144892,-56.4788119172894,39.57343807840265,26.81563644675693,0.05397431552410126,-2.9473533630371094,-1.8192379474639893,-0.01809077337384224,-0.10410451143980026,-2.497042179107666,26.788002014160156,300.0,-100.0,490.0,50.0,4.0,-54.831391308173,29.948963876799127,20.63067539352312,0.08607611805200577,-3.1343069076538086,-1.9360716342926025,-0.03526291251182556,-0.10087234526872635,-2.0997846126556396,20.60300064086914
1,7,1764695107.789490,1764695111.794917,-20.99736560971161,16.188499283381127,-8.147058329536591,6.392177581787109,4.570394039154053,-16.438566207885742,2.654632329940796,0.12036340683698654,0.282721608877182,-8.100000381469727,0.0,0.0,550.0,0.0,4.0,44.165744174923375,61.616171247957915,-1.247460846882685,20.094209671020508,22.855484008789062,-7.3031439781188965,-1.329853892326355,-0.29714325070381165,-2.147397041320801,-1.2000000476837158
1,8,1764695120.765469,1764695124.769923,-15.4742457201125,26.97713480490274,-2.958083843381136,-0.4085647165775299,0.04175526276230812,-3.37495756149292,-2.363032341003418,-0.7328794002532959,-0.6552318334579468,-2.9110002517700195,0.0,0.0,550.0,0.0,4.0,-15.4742457201125,26.97713480490274,-2.958083843381136,-0.4085647165775299,0.04175526276230812,-3.37495756149292,-2.363032341003418,-0.7328794002532959,-0.6552318334579468,-2.9110002517700195
1,9,1764695203.766023,1764695207.769830,3.0212367677084906e-10,4.07726352680271e-11,0.07299804696911455,6.538102752529085e-06,4.162573219446131e-08,-6.845196054428015e-08,0.00017821197980083525,-1.748240720189642e-05,1.5807985067367554,0.0,0.0,0.0,550.0,0.0,4.0,5.999274437388374,-0.07761450508509693,10.445004504592807,4.064518928527832,-0.10625982284545898,4.09330940246582,-0.0003044947807211429,0.002829464618116617,1.5750969648361206,10.372000694274902
1,10,1764695213.788200,1764695216.794823,51.96524084881088,3.071519795593675,24.279786548922345,10.31926155090332,0.8915508389472961,1.9843422174453735,-0.0003509577945806086,-0.04134611412882805,1.5754350423812866,24.207000732421875,120.0,0.0,510.0,-350.0,3.0,84.04715403431041,6.298354898652438,27.68544828680223,10.745060920715332,1.4744352102279663,1.3513195514678955,0.0014550945488736033,-0.04210158810019493,-0.5880385637283325,27.613000869750977
1,11,1764695226.817222,1764695229.819854,149.54368130482337,21.046170516637474,17.41422931933721,13.425660133361816,2.8878934383392334,-0.7637624144554138,0.06909330189228058,-0.07717482000589371,-0.5206726789474487,17.34200096130371,310.0,250.0,500.0,-300.0,3.0,-26.501542968183777,26.999445355832716,23.57489983013419,-74.5084228515625,19.051713943481445,-0.9307054281234741,0.9512243270874023,0.8894893527030945,-0.45920518040657043,23.501001358032227
1,12,1764695237.844130,1764695240.844993,435.0185360487977,116.7659267333441,7.432104025201596,51.91800308227539,30.608278274536133,-6.2573089599609375,-0.06838343292474747,-0.1124991923570633,0.18469473719596863,7.375000476837158,250.0,-180.0,500.0,300.0,3.0,527.8985785221993,163.1401433018546,0.7060909197967504,55.22236633300781,22.92494010925293,-4.112057685852051,-0.06346336007118225,-0.08307866752147675,1.2456181049346924,0.6570000052452087
1,13,1764695247.866159,1764695254.869988,1028.1039242903169,-19.353714870079745,-3.244798710797971,63.872154235839844,-24.04817008972168,-1.1594088077545166,0.04324076324701309,-0.0878797397017479,1.9550586938858032,-3.2340002059936523,200.0,-100.0,480.0,0.0,7.0,1300.6282522184647,15.8365537327871,-4.17150657056632,74.10008239746094,-10.996539115905762,-2.929114818572998,-0.03712381795048714,-0.0660039409995079,1.9465117454528809,-4.111000061035156
1,14,1764695254.879652,1764695260.894966,1300.6282522184647,15.8365537327871,-4.17150657056632,74.10008239746094,-10.996539115905762,-2.929114818572998,-0.03712381795048714,-0.0660039409995079,1.9465117454528809,-4.111000061035156,100.0,-80.0,480.0,0.0,6.0,1674.707943017071,-16.420906111151535,-14.171671716201665,80.60000610351562,-5.666736125946045,-4.324920654296875,-0.027644695714116096,-0.039387330412864685,1.953158974647522,-14.02500057220459
