episode,step,t_start,t_end,S_pos_x,S_pos_y,S_pos_z,S_vel_x,S_vel_y,S_vel_z,S_roll,S_pitch,S_azimuth,S_alt_rel,A_x,A_y,A_z,A_r,A_duration,Sp_pos_x,Sp_pos_y,Sp_pos_z,Sp_vel_x,Sp_vel_y,Sp_vel_z,Sp_roll,Sp_pitch,Sp_azimuth,Sp_alt_rel
1,1,1764687502.012306,1764687508.018299,0.009522660892545609,3.5085978566939957e-10,11.835998534630601,0.008921084925532341,-0.0009933088440448046,5.1084747314453125,-0.00043182162335142493,2.885274989239406e-05,1.5849322080612183,11.785000801086426,120.0,0.0,520.0,0.0,6.0,3.0758299931039748,-0.03326376208500825,33.32900926812909,1.1459280252456665,-0.007098652888089418,3.624107837677002,-9.463749302085489e-05,-0.041202425956726074,1.585496187210083,33.277000427246094
1,2,1764687515.042218,1764687521.043322,8.998970131097149,-4.523939661263331,48.19100156825449,1.8912346363067627,-1.590453863143921,2.1722571849823,0.051607050001621246,0.06947698444128036,-0.4876244068145752,48.1400032043457,-220.0,200.0,510.0,0.0,6.0,20.854805190036394,-15.623127959756468,56.45194257707621,2.9064812660217285,-2.453800916671753,1.4157664775848389,0.07046368718147278,0.07708995044231415,-0.4936468303203583,56.4010009765625
1,3,1764687524.061941,1764687530.068463,27.69216929674188,-23.595476191925574,59.741900518041334,1.511736273765564,-3.729327917098999,1.2073888778686523,0.08897829055786133,0.10477281361818314,1.3795195817947388,59.691001892089844,300.0,-250.0,520.0,0.0,6.0,36.08177995100303,-26.8553966581112,69.11684567250468,2.014267683029175,2.1624226570129395,2.2905936241149902,-0.08112636208534241,-0.10068380832672119,1.3118458986282349,69.06600189208984
1,4,1764687536.087160,1764687539.093562,48.013843327770786,-21.24477882595383,76.66180175350841,3.3334567546844482,3.63249135017395,1.536367654800415,-0.11120033264160156,-0.13265460729599,1.3213154077529907,76.61100006103516,250.0,-180.0,510.0,-300.0,3.0,54.346481017508886,-13.372171885768303,80.3597704831072,1.4582754373550415,3.2117462158203125,1.4203699827194214,-0.059362784028053284,-0.0875326618552208,-0.5224099159240723,80.30900573730469
1,5,1764687549.115948,1764687554.118475,62.67882509200757,14.414804767991917,88.61768744311257,0.9996557831764221,3.2987589836120605,0.29757267236709595,0.03378850966691971,-0.07057898491621017,-0.46455490589141846,88.56600189208984,-80.0,80.0,500.0,0.0,5.0,66.20219485313677,23.895212421461736,89.3156213420084,1.2765944004058838,1.220901370048523,0.05743371322751045,0.027142303064465523,0.0257099661976099,-0.45877960324287415,89.26400756835938
1,6,1764687650.364392,1764687654.368431,-2.2192064765697017e-10,0.011088012848558652,0.023010255015724145,1.6974327081697993e-05,-1.1125299437253489e-07,-0.00031358510022982955,-1.6685407899785787e-07,-1.698825872153975e-05,1.5821218490600586,0.0,0.0,0.0,550.0,0.0,4.0,-0.019045319585812237,0.033264100289995824,11.781005858704873,0.0014723844360560179,0.0013361253077164292,5.007277011871338,1.9222117771278135e-05,0.00010515622125240043,1.5806647539138794,11.758000373840332
1,7,1764687663.391764,1764687667.393401,5.418418292714589,-0.343729213061053,40.84399183203736,0.8339437246322632,-0.5479059219360352,3.087292194366455,-0.00065125577384606,-0.04168796166777611,-2.5418200492858887,40.820003509521484,200.0,-150.0,520.0,0.0,4.0,9.560811876010096,-4.801142906023756,49.861990539152444,1.2816828489303589,-2.041342258453369,2.7343027591705322,-0.052887991070747375,-0.06850980967283249,-2.6017568111419678,49.8390007019043
1,8,1764687673.413596,1764687676.418348,18.512227028025247,-18.306469865987225,61.45795459891356,2.051765203475952,-3.237497091293335,2.265519380569458,-0.06962224841117859,-0.07681764662265778,-2.598048686981201,61.435001373291016,310.0,250.0,520.0,-300.0,3.0,21.635725722329614,-27.72029968693859,66.51491751156378,1.3179339170455933,-4.168947219848633,2.0490639209747314,0.09039295464754105,-0.10768626630306244,1.8362631797790527,66.49200439453125
1,9,1764687682.432817,1764687688.443407,34.110664052567266,-49.896585260689314,74.39271830358729,2.796537160873413,-4.248546123504639,1.5879335403442383,0.0891311764717102,-0.10474088788032532,1.887442946434021,74.37000274658203,300.0,-200.0,510.0,0.0,6.0,52.02315558498943,-61.26191807340763,80.69749071799653,4.1757402420043945,-0.47827962040901184,1.0128304958343506,-0.06710951030254364,-0.1048462986946106,1.8922624588012695,80.67400360107422
1,10,1764687696.460085,1764687701.468308,72.68765316823276,-50.11824286325188,85.90338022519205,2.902456760406494,2.6686432361602783,0.8846983909606934,0.05035741999745369,-0.08787605166435242,0.11894549429416656,85.8800048828125,200.0,-100.0,500.0,0.0,5.0,77.18233892736075,-36.080606805091946,87.54142319022547,0.4639592170715332,3.3225388526916504,0.06540839374065399,-0.035692330449819565,-0.07015341520309448,0.1211254671216011,87.51800537109375
