episode,step,t_start,t_end,S_pos_x,S_pos_y,S_pos_z,S_vel_x,S_vel_y,S_vel_z,S_roll,S_pitch,S_azimuth,S_alt_rel,A_x,A_y,A_z,A_r,A_duration,Sp_pos_x,Sp_pos_y,Sp_pos_z,Sp_vel_x,Sp_vel_y,Sp_vel_z,Sp_roll,Sp_pitch,Sp_azimuth,Sp_alt_rel
1,1,1764684870.593780,1764684876.597393,0.009522660526593896,-0.011088034348961884,11.808013916082038,-0.004184891935437918,-0.0017731975531205535,5.009498119354248,0.0001920354407047853,0.0001583506673341617,1.5839704275131226,11.826000213623047,120.0,0.0,520.0,0.0,6.0,2.771103203422456,-0.08870419735309376,32.86401306984747,1.096906065940857,-0.01812431402504444,3.394839286804199,-0.00019145666738040745,-0.0410333089530468,1.5850425958633423,32.88199996948242
1,2,1764684883.622106,1764684889.622562,9.227512542610079,-5.000726679074596,46.86900991733062,1.272794485092163,-2.0148823261260986,2.576899290084839,-0.05240390822291374,-0.06825753301382065,-2.6027839183807373,46.88600158691406,220.0,-200.0,520.0,0.0,6.0,18.026555351030915,-17.61899725662352,57.80295915096539,2.073251962661743,-3.1056737899780273,2.200204372406006,-0.06932074576616287,-0.07721350342035294,-2.598329544067383,57.820003509521484
1,3,1764684892.641248,1764684898.647413,21.578572010937602,-26.833230441515756,61.955931034173624,1.4375873804092407,-4.035480976104736,1.7058197259902954,0.0897403359413147,-0.10843976587057114,1.8051776885986328,61.974002838134766,300.0,250.0,520.0,0.0,6.0,34.7010476826387,-47.93394977602639,70.05374097454416,2.89340877532959,-4.133025646209717,1.5797544717788696,0.08895649760961533,-0.1060875952243805,1.8503236770629883,70.07200622558594
1,4,1764684904.666563,1764684907.672403,52.55638303527833,-59.22164988655251,75.78350423013684,4.118953704833984,-0.485882043838501,0.9374288320541382,-0.06736982613801956,-0.10455508530139923,1.8550770282745361,75.802001953125,250.0,-180.0,510.0,-300.0,3.0,61.212635748629324,-58.56742473634593,78.19444391122224,2.4639577865600586,1.1499322652816772,0.9379116892814636,-0.05944210663437843,-0.08830857276916504,0.014557961374521255,78.21200561523438
1,5,1764684917.693673,1764684922.697443,78.08694762235501,-35.26005246327534,83.27643266520712,0.5692968368530273,3.2642877101898193,0.0048109497874975204,-0.03577520325779915,-0.07108020782470703,0.06407956033945084,83.29500579833984,80.0,-80.0,500.0,0.0,5.0,76.02040058065397,-22.51977195228893,82.63851505441527,-0.6710604429244995,2.5364794731140137,-0.25971564650535583,-0.03039969503879547,-0.02803865261375904,0.061740998178720474,82.656005859375
1,6,1764684926.713356,1764684930.722388,71.24940996913348,-15.944521533491017,79.92859852998335,-1.1635299921035767,1.7931246757507324,-1.2605559825897217,-0.02002561092376709,-0.019474167376756668,0.06130802631378174,79.94700622558594,40.0,20.0,480.0,0.0,4.0,66.6212513262641,-13.02835389426043,73.12265539590368,-0.8516486883163452,0.8394933938980103,-2.6866164207458496,0.005537427496165037,-0.012091724202036858,0.06160271540284157,73.14000701904297
1,7,1764684938.741444,1764684943.747379,62.59288890671346,-15.944495339783808,47.52567412977535,-0.35351526737213135,-0.6245214939117432,-4.573127746582031,0.00788936484605074,0.0077030896209180355,1.2496342658996582,47.54300308227539,-50.0,0.0,400.0,0.0,5.0,61.3165643438456,-19.326277400168358,16.415691775372604,-0.3482683002948761,-0.6683008074760437,-8.843890190124512,-0.00018192478455603123,0.017600970342755318,1.2559701204299927,16.433000564575195
1,8,1764684948.761913,1764684953.772492,59.85945722591541,-22.464143303565677,-0.04029836956975075,-0.32438144087791443,-1.910293459892273,-1.2858295440673828,0.3110244572162628,-0.051279377192258835,1.3279967308044434,-0.023000001907348633,0.0,0.0,300.0,0.0,5.0,60.897427647947055,-22.142585726986404,0.17566584307508037,-0.13104863464832306,-0.3900240361690521,0.07833649218082428,0.07779517769813538,0.0023180190473794937,1.3524832725524902,0.19200000166893005
1,9,1764685195.513292,1764685201.522408,2.9172575466418493e-10,2.381721486699462e-10,11.285003661705943,-0.0020778116304427385,0.0025887831579893827,4.801689624786377,-0.0003757101367227733,0.00023188054910860956,1.5815482139587402,11.366000175476074,120.0,0.0,520.0,0.0,6.0,3.018692091192804,0.022176568261318863,31.003997089128525,1.1567827463150024,0.005019725766032934,3.12898588180542,0.0002026724978350103,-0.041341472417116165,1.582392930984497,31.08500099182129
1,10,1764685208.541498,1764685214.547385,9.932190761957507,-4.7678751263528625,45.57198145263905,1.3280750513076782,-1.9859631061553955,2.4102892875671387,-0.05221140384674072,-0.06843502819538116,-2.6261229515075684,45.65300369262695,220.0,-200.0,520.0,0.0,6.0,18.845502734336968,-17.552460386010534,55.28992596609088,2.076016902923584,-3.1400585174560547,1.9232696294784546,-0.06946161389350891,-0.07701186090707779,-2.6196866035461426,55.371002197265625
